제조사,모델명,연료,연식,주행거리(km),시세_평균(만원),시세_최저(만원),시세_최고(만원),사고여부
현대,그랜저 HG HG300 익스클루시브,가솔린,201501,182144,639,349,1360,X
BMW,5시리즈 GT (F07) GT ED Edition,디젤,201303,237592,1064,420,2030,X
현대,아반떼 MD M16 GDI 프리미어,가솔린,201104,114613,456,280,660,O
미니,쿠퍼 기본형 3세대,가솔린,202012,40362,1618,450,2630,X
KG모빌리티,더 뉴 코란도 스포츠 2.2 익스트림 4WD,디젤,201701,87400,907,550,1150,X
벤츠,E-클래스 W213 E300 익스클루시브,가솔린,201902,101522,3621,1899,6990,O
르노코리아,뉴SM3 RE,가솔린,201006,141724,270,100,450,X
현대,그랜저 HG HG300 익스클루시브,가솔린,201301,159451,639,349,1360,X
기아,더 뉴 카니발 11인승 프레스티지,디젤,201908,167687,1700,1049,2840,X
기아,더 뉴 모하비 디젤 3.0 4WD 프레지던트,디젤,201710,160320,1668,930,2350,O
현대,더 뉴 그랜드 스타렉스 밴 5인승 모던,디젤,202009,97907,1906,999,2999,X
현대,그랜드 스타렉스 5인승 밴 모던,디젤,201712,129866,973,400,1580,O
기아,포르테 쿱 1.6 GDI 프레스티지,가솔린,201101,135118,391,180,650,O
쉐보레,임팔라 2.5 LTZ,가솔린,201601,180152,749,400,1100,X
기아,뉴 쏘렌토 R 디젤 2.0 2WD 트렌디,디젤,201403,205318,775,450,990,X
쉐보레,올 뉴 크루즈 1.4 터보 LT 디럭스,가솔린,201712,77601,688,430,960,X
현대,그랜드 스타렉스 5인승 밴 CVX 프리미엄,디젤,201504,195501,973,400,1580,X
쉐보레,아베오 해치백 LS 일반형,가솔린,201110,111499,371,180,620,X
기아,더 뉴 스포티지 R 디젤 2WD 프레스티지,디젤,201407,180496,765,579,970,O
쉐보레,올란도 1.6 디젤 LT 컨비니언스,디젤,201705,165082,883,320,9999,X
현대,엑센트(신형) 디젤 1.6 VGT 프리미어,디젤,201207,103832,502,250,999,X
현대,벨로스터 익스트림,가솔린,201104,67123,489,299,750,O
기아,포르테 1.6 GDI 럭셔리 기본형,가솔린,201107,80033,348,190,520,X
현대,엑센트(신형) 1.6 GDI 모던,가솔린,201412,75871,502,250,999,O
KG모빌리티,뉴코란도 C 2.0 CVT 2WD 고급형,디젤,201310,123504,417,179,999,X
KG모빌리티,렉스턴 W 2.0 4WD RX7 브라운 스페셜,디젤,201207,115867,589,290,1020,O
현대,뉴 투싼 ix 디젤(e-VGT) 4WD 스마트 스페셜,디젤,201312,165652,738,480,990,X
르노코리아,SM5 노바 PE,가솔린,201506,112809,470,199,790,X
닛산,쥬크 1.6 SV F15,가솔린,201605,125597,678,300,1220,X
현대,쏘나타 더 브릴리언트 CVVL 스마트,가솔린,201210,96894,459,270,750,X
KG모빌리티,뉴코란도 C 2.2 RX 2WD 고급형,디젤,201610,187930,417,179,999,X
현대,아반떼 MD M16 GDI 스마트,가솔린,201305,152979,456,280,660,X
현대,더 뉴 아반떼 1.6 VGT 프리미엄 기본형,디젤,201401,164874,570,379,850,X
기아,모하비 2WD QV300 최고급형,디젤,200808,228036,880,440,1450,X
기아,모하비 2WD JV300 (세부등급 없음),디젤,201108,126664,880,440,1450,X
기아,뉴 쏘렌토 R 디젤 2.0 2WD LX,디젤,201211,219343,775,450,990,X
쉐보레,더 넥스트 스파크 LT 플러스,가솔린,201608,134177,559,340,780,X
BMW,5시리즈 GT (F07) GT ED Edition,디젤,201303,237592,1064,420,2030,O
기아,카니발 R 그랜드 카니발 GLX 기본형,디젤,201107,139966,454,249,680,X
KG모빌리티,렉스턴 W 2.0 2WD RX7 프레스티지,디젤,201305,210193,589,290,1020,X
현대,그랜저 HG HG240 모던,가솔린,201512,156758,639,349,1360,X
현대,아반떼 MD M16 GDI 럭셔리,가솔린,201010,157843,456,280,660,X
BMW,3시리즈 (F30) 320d,디젤,201209,159303,1431,469,2350,X
캐딜락,CTS 3세대 2.0 프리미엄,가솔린,201503,216068,1115,550,1670,O
기아,K8 2.5 가솔린 2WD 시그니처,가솔린,202203,25949,2573,1680,5000,X
기아,더 뉴 기아 레이 밴 2인승 프레스티지 스페셜,가솔린,202305,65635,1542,324,1999,X
쉐보레,더 뉴 트랙스 1.4 LT 코어,가솔린,201805,67078,869,550,1799,O
기아,더 K9 3.3 T-GDI 마스터즈 Ⅱ,가솔린,201810,69285,2918,1620,9999,X
현대,그랜저 IG 2.4 모던,가솔린,201705,84244,1454,799,2349,X
기아,올 뉴 K7 3.3 GDI 노블레스 (세부등급 없음),가솔린,201602,151145,1354,670,9999,X
기아,올 뉴 K3 GT 플러스,가솔린,202002,79009,1288,750,1800,X
쉐보레,올 뉴 말리부 2.0 터보 LT 프리미엄,가솔린,201711,49584,826,339,1299,X
현대,그랜저 IG 2.4 프리미엄 스페셜,가솔린,201712,23969,1454,799,2349,X
기아,올 뉴 K7 2.4 GDI 리미티드 에디션,가솔린,201701,57927,1354,670,9999,X
쉐보레,올 뉴 말리부 1.5 터보 LT 디럭스,가솔린,201609,34809,826,339,1299,X
벤츠,GLC-클래스 X253 GLC300 4MATIC 쿠페,가솔린,202002,25582,4263,1700,8240,X
현대,그랜저 HG HG240 럭셔리,가솔린,201104,139356,661,360,1250,X
현대,쏘나타 더 브릴리언트 CVVL 블루세이버,가솔린,201308,166511,460,219,750,X
쉐보레,더 뉴 트랙스 1.4 LT 디럭스,가솔린,201712,136470,869,550,1799,X
BMW,X3 (G01) xDrive 20i M 스포츠,가솔린,202106,18730,4882,2650,9999,X
BMW,5시리즈 (G30) 520i 럭셔리,가솔린,201811,81113,3465,1650,5250,X
제네시스,G80 3.3 GDI AWD 럭셔리,가솔린,201609,62483,1835,690,2590,X
기아,K5 2세대 2.0 SX 프레스티지,가솔린,201706,132039,925,590,1500,O
벤츠,CLS-클래스 C257 CLS450 4MATIC AMG Line,가솔린,201911,33724,4732,2720,8927,X
지프,컴패스 2.4 리미티드 1세대,가솔린,201704,80809,524,290,890,X
쉐보레,더 뉴 말리부 1.3 터보 LS (세부등급 없음),가솔린,201904,69104,1371,799,2030,X
현대,아반떼 AD 1.6 GDI 스마트 (세부등급 없음),가솔린,201609,55105,946,650,1900,X
기아,레이 디럭스,가솔린,201403,118621,818,300,9999,X
재규어,XE P300 R-다이나믹 HSE AWD,가솔린,202006,27821,959,250,3490,X
마세라티,콰트로포르테 3.0 V6 그란루쏘,가솔린,201911,29809,2973,1180,5350,X
기아,K3 쿱 1.6 터보 노블레스,가솔린,201508,128098,569,420,1790,X
기아,더 뉴 K3 2세대 1.6 시그니처,가솔린,202201,40367,2222,1189,9999,X
BMW,X5 (G05) xDrive 40i xLine,가솔린,202101,116534,7516,5099,13344,O
현대,그랜저 HG HG240 모던 컬렉션,가솔린,201607,123619,661,360,1250,X
아우디,SQ5 (FY) 3.0 TFSI 콰트로,가솔린,202312,52457,5024,3990,6790,X
기아,더 뉴 모닝 스마트,가솔린,201606,100897,558,240,790,X
현대,팰리세이드 가솔린 3.8 4WD VIP,가솔린,202011,61570,2912,2039,3799,X
현대,코나 1.6 터보 2WD 모던,가솔린,201711,63552,1393,959,1800,X
미니,쿠퍼 5도어 클래식 3세대,가솔린,202301,20245,1590,370,2800,X
포드,익스플로러 6세대 3.0 플래티넘 4WD,가솔린,202112,61662,3389,2440,5650,X
볼보,XC40 B4 얼티메이트 브라이트,가솔린,202405,22015,3316,1650,9999,X
BMW,X4 (G02) xDrive20i M 스포츠 프로,가솔린,202207,70012,5108,3250,8190,X
기아,더 뉴 K8 2.5 가솔린 2WD 노블레스 라이트,가솔린,202506,6994,3588,34,4690,X
벤츠,E-클래스 W213 E250 AMG Line,가솔린,202309,26188,3428,1739,5916,O
쉐보레,트레일블레이저 1.3 터보 2WD RS,가솔린,202103,57250,1777,1099,2490,X
현대,더 뉴 그랜저 IG 2.5 익스클루시브,가솔린,202102,98932,2345,1590,3190,X
미니,쿠퍼 5도어 기본형 3세대,가솔린,201908,66196,1590,370,2800,X
BMW,5시리즈 (G30) 530i xDrive M 스포츠 플러스,가솔린,202007,77765,3465,1650,5250,X
벤츠,E-클래스 W213 E450 4MATIC 쿠페,가솔린,202104,58101,3428,1739,5916,X
기아,올 뉴 모닝 럭셔리,가솔린,201205,124811,448,200,630,O
BMW,Z4 (G29) sDrive20i M 스포츠,가솔린,202110,25712,4627,2820,8000,O
르노코리아,뉴SM3 LE,가솔린,201109,86063,280,170,480,X
쉐보레,스파크 LT 스페셜 에디션,가솔린,201204,106636,282,150,389,X
마세라티,르반떼 3.0 AWD 그란스포츠,가솔린,202012,125726,3870,2300,6990,O
BMW,X4 (G02) xDrive20i M 스포츠 X 온라인 익스클루시브 에디션,가솔린,202109,62356,5108,3250,8190,X
르노코리아,SM7 노바 LE,가솔린,201508,99529,611,295,999,O
링컨,컨티넨탈 10세대 3.0 AWD,가솔린,201805,63701,1871,950,3159,X
제네시스,EQ900 3.3 T-GDI AWD 럭셔리,가솔린,201805,111821,1826,950,2477,O
현대,그랜저 (GN7) 2.5 가솔린 2WD 프리미엄,가솔린,202303,41042,3143,363,4480,X
폭스바겐,티구안 올스페이스 2.0 TSI 프레스티지,가솔린,202208,32413,3112,2040,4080,X
지프,체로키(KL) 2.4 리미티드 2WD,가솔린,202105,108040,1559,690,2590,X
쉐보레,올 뉴 말리부 2.0 터보 LTZ 프리미엄,가솔린,201710,183657,826,339,1299,X
아우디,A3 (8Y) 40 TFSI,가솔린,202306,23242,2985,2500,3450,O
KG모빌리티,토레스 가솔린 1.5 2WD TV7,가솔린,202402,16237,2548,1750,9999,X
쉐보레,올 뉴 크루즈 1.4 터보 LTZ (세부등급 없음),가솔린,201708,88904,678,320,960,X
기아,더 뉴 카니발 4세대 가솔린 9인승 시그니처,가솔린,202410,465,4268,2960,9001,X
쉐보레,스파크 LS 스타,가솔린,201106,123355,282,150,389,X
기아,더 뉴 모닝 럭셔리,가솔린,201512,111851,558,240,790,X
기아,K8 3.5 가솔린 4WD 플래티넘,가솔린,202112,118381,2573,1680,5000,X
벤츠,AMG GT 4.0,가솔린,202012,21653,9474,80,99990,X
지프,글래디에이터 (JT) 3.6 루비콘,가솔린,202012,45422,4562,3690,6666,O
벤츠,E-클래스 W213 E350 4MATIC 익스클루시브,가솔린,202211,78402,3428,1739,5916,X
BMW,5시리즈 (G30) 520i M 스포츠,가솔린,202301,8729,3465,1650,5250,X
벤츠,GLE-클래스 W167 AMG GLE53 4MATIC+,가솔린,202106,19756,11412,5490,77777,X
벤츠,뉴 SLK-클래스 55 AMG R172,가솔린,201304,99598,1369,490,2699,X
BMW,5시리즈 (G30) 530i M 스포츠,가솔린,202102,38889,3465,1650,5250,X
아우디,RS3 (8Y) 2.5 TFSI 콰트로,가솔린,202510,8952,7226,4382,8500,O
현대,더 뉴 아반떼 1.6 GDi 스타일,가솔린,201412,99672,760,400,9999,O
현대,쏘나타 (DN8) 2.0 프리미엄 패밀리,가솔린,201907,144267,1875,1190,9999,O
현대,그랜저 (GN7) 3.5 가솔린 2WD 캘리그래피,가솔린,202301,61128,3143,363,4480,O
기아,올 뉴 카니발 가솔린 7인승 하이리무진 프레지던트,가솔린,201512,131665,1194,650,2390,O
현대,아반떼 AD 1.6 터보 스포츠 익스트림 셀렉션,가솔린,201607,176462,946,650,1900,X
현대,캐스퍼 디 에센셜 라이트,가솔린,202311,14917,1656,1020,9999,X
현대,더 뉴 아반떼 AD 1.6 스마트,가솔린,201903,169952,1242,690,3333,X
현대,그랜저 HG HG330 셀러브리티,가솔린,201110,157286,661,360,1250,X
벤츠,GLC-클래스 X254 GLC300 4MATIC 쿠페,가솔린,202405,24680,7039,4996,8555,X
르노코리아,더 뉴 QM6 2.0 GDe 프리미에르 2WD,가솔린,201908,45300,1853,1075,2999,O
기아,더 뉴 모닝 밴 기본형,가솔린,201503,62972,558,240,790,X
벤츠,C-클래스 W206 C200 아방가르드,가솔린,202505,8192,4945,3600,9999,O
포드,F150 3.5L,가솔린,202109,84142,4691,1090,9600,O
기아,쏘울 부스터 1.6 T-GDI 프레스티지,가솔린,201912,101729,1380,1049,1990,X
포르쉐,파나메라 (971) 2.9 AWD 플래티넘 에디션,가솔린,202302,16550,8560,5050,16990,X
링컨,에비에이터 2세대 3.0 블랙라벨 AWD,가솔린,202103,21016,4499,2430,8150,O
쉐보레,트래버스 3.6 AWD 레드라인,가솔린,202111,39192,2822,1480,4200,X
미니,쿠퍼 S 컨트리맨 ALL4 2세대,가솔린,201812,98539,3177,1150,4000,X
현대,캐스퍼 인스퍼레이션,가솔린,202206,82582,1656,1020,9999,X
현대,쏘나타 (DN8) 2.5 터보 N Line (세부등급 없음),가솔린,202210,51353,1875,1190,9999,X
기아,셀토스 가솔린 1.6 터보 4WD 그래비티,가솔린,202206,27157,1847,1120,3333,X
아우디,A6 (C8) 45 TFSI 프리미엄,가솔린,202303,27072,3762,2089,9999,X
캐딜락,에스컬레이드 5세대 6.2 ESV ESV 스포츠 플래티넘,가솔린,202109,74400,10081,6647,17550,O
로터스,에미라 3.5,가솔린,202409,198,11031,9890,12000,X
제네시스,G90 5.0 AWD 프레스티지,가솔린,201812,146536,3390,2050,5150,X
미니,쿠퍼 컨트리맨 HIGH 2세대,가솔린,201909,24318,3184,419,12345,X
제네시스,EQ900 3.8 GDI AWD 럭셔리,가솔린,201805,143719,1826,950,2477,X
기아,더 뉴 레이 밴 스탠다드,가솔린,202110,56843,1218,450,9999,X
현대,싼타페 (MX5) 가솔린 2.5T 2WD 캘리그래피,가솔린,202401,18824,3808,2970,4590,X
기아,K3 럭셔리,가솔린,201211,102966,761,340,9999,X
기아,더 뉴 쏘렌토 4세대 가솔린 2.5T 4WD 그래비티,가솔린,202309,55362,4456,1120,9999,X
현대,더 뉴 싼타페 가솔린 2.5T 2WD 캘리그래피,가솔린,202301,28036,3313,1730,9999,X
기아,더 뉴 카니발 가솔린 9인승 하이리무진 노블레스 스페셜,가솔린,202004,52256,2088,1090,9999,X
포르쉐,카이엔 (PO536) 3.0 플래티넘 에디션,가솔린,202211,60711,9242,6050,15490,X
르노코리아,뉴QM5 가솔린 2WD 2.0 LE,가솔린,201312,138070,399,169,790,X
캐딜락,에스컬레이드 6.2 4세대,가솔린,201805,92087,4353,790,9999,X
쉐보레,리얼 뉴 콜로라도 3.6 익스트림 4WD,가솔린,202204,24383,2599,1780,3590,X
기아,카니발 4세대 가솔린 9인승 하이리무진 시그니처,가솔린,202104,45570,3157,1930,9999,X
현대,아슬란 G330 프리미엄,가솔린,201504,140549,866,379,1400,X
현대,아반떼 (CN7) 1.6 인스퍼레이션,가솔린,202006,59137,1826,1230,2440,X
기아,카니발 4세대 가솔린 9인승 하이리무진(특장업체),가솔린,202311,7212,3157,1930,9999,O
GMC,시에라 드날리-X,가솔린,202302,27628,7296,5550,10700,X
지프,랭글러 (JL) 2.0 루비콘 파워 탑 4도어,가솔린,202008,65841,4427,3090,6990,X
쉐보레,트랙스 크로스오버 1.2 ACTIV 플러스,가솔린,202311,11840,2298,1750,3550,X
지프,랭글러 (JL) 2.0 루비콘 4도어,가솔린,202012,99360,4427,3090,6990,X
폭스바겐,제타 7세대 1.4 TSI 프리미엄,가솔린,202012,107597,3128,1400,9999,X
아우디,Q5 (FY) 45 TFSI 콰트로 프리미엄,가솔린,202306,49635,4533,2390,9999,X
제네시스,더 뉴 G70 가솔린 2.0T 4WD (세부등급 없음),가솔린,202202,97982,3137,1849,4800,X
벤츠,E-클래스 W213 E63 AMG 4MATIC+,가솔린,201809,52109,3428,1739,5916,X
KG모빌리티,뷰티풀 코란도 가솔린 1.5 2WD C5 (세부등급 없음),가솔린,201909,91252,1659,1130,2340,X
현대,투싼 (NX4) 가솔린 1.6 터보 2WD 프리미엄,가솔린,202204,119080,2645,1700,9999,X
기아,셀토스 가솔린 1.6 터보 2WD 트렌디,가솔린,201910,103308,1847,1120,3333,X
아우디,A8 (D5) 55 TFSI 콰트로 LWB,가솔린,202112,95201,6227,4100,8799,X
기아,K5 2.0 터보 GDI 노블레스,가솔린,201110,167637,469,290,699,X
기아,더 뉴 레이 밴 프레스티지 스페셜,가솔린,202009,17222,1218,450,9999,X
캐딜락,CT6 3.6 플래티넘 AWD,가솔린,201701,138012,2289,990,4000,X
미니,쿠퍼 S 컨버터블 레솔루트 에디션 3세대,가솔린,202406,7478,2488,850,4005,X
BMW,8시리즈 (G15) M850i xDrive 쿠페,가솔린,202210,28030,8080,4399,10890,X
BMW,X5 (G05) xDrive 40i M 스포츠,가솔린,202301,47366,7516,5099,13344,X
포르쉐,911 (992) 카레라 4 GTS 카브리올레,가솔린,202209,26972,19781,11999,77777,X
기아,올 뉴 프라이드 1.6 GDI 세단 럭셔리,가솔린,201112,132544,463,330,639,X
BMW,X3 (G01) xDrive 20i,가솔린,202207,48361,4882,2650,9999,X
BMW,X1 (U11) sDrive 20i M 스포츠,가솔린,202305,15303,4726,3499,6580,X
아우디,Q8 (4M) 55 TFSI 콰트로 프리미엄,가솔린,202311,59689,7384,5349,12580,X
아우디,Q5 (FY) 45 TFSI 콰트로 프리미엄 스포트백,가솔린,202206,76309,4533,2390,9999,X
BMW,2시리즈 그란쿠페 (F44) M235i xDrive,가솔린,202102,85660,2786,2199,3430,X
랜드로버,디스커버리 5 P360 R-다이나믹 SE,가솔린,202212,74898,3734,1599,10900,X
쉐보레,트래버스 3.6 AWD LT 레더 프리미엄,가솔린,202106,43921,2822,1480,4200,O
현대,더 뉴 아반떼 (CN7) 2.0 N,가솔린,202401,13932,2452,1829,3080,X
벤츠,GLA-클래스 X156 GLA250 4MATIC,가솔린,201808,70028,1661,860,2250,O
마세라티,기블리 2.0 GT 3세대,가솔린,202204,37942,2612,1180,5980,X
기아,더 뉴 카니발 가솔린 9인승 하이리무진(특장업체),가솔린,201811,94792,2088,1090,9999,X
쉐보레,올 뉴 말리부 2.0 터보 퍼펙트 블랙,가솔린,201711,111847,826,339,1299,X
벤츠,S-클래스 W222 S63 AMG 4MATIC+ 퍼포먼스 에디션,가솔린,201802,98478,4026,1890,8800,X
랜드로버,레인지로버 스포츠 3세대 P360 AB,가솔린,202406,14372,14807,10878,26500,X
벤츠,A-클래스 W177 A220 세단,가솔린,202002,63934,2855,1510,4299,X
미니,쿠퍼 컨트리맨 기본형 2세대,가솔린,202011,45503,3184,419,12345,X
벤츠,A-클래스 W177 AMG A35 4MATIC 세단,가솔린,202109,38004,2855,1510,4299,X
KG모빌리티,티볼리 LX 4WD 최고급형,가솔린,201507,119270,735,460,1090,O
제네시스,G70 2.0T 스포츠 패키지,가솔린,201912,117472,2142,1440,3099,X
기아,K5 2세대 2.0 MX 시그니처,가솔린,201709,106983,925,590,1500,O
현대,코나 (SX2) 가솔린 2.0 2WD 모던,가솔린,202307,35643,2516,408,3190,X
마세라티,기블리 3.0 그란스포츠 3세대,가솔린,202010,86871,2612,1180,5980,X
벤츠,S-클래스 W222 S560L 4MATIC,가솔린,202012,137906,4026,1890,8800,X
기아,더 뉴 K5 3세대 2.0 시그니처,가솔린,202407,35061,3072,1670,4450,O
쉐보레,트랙스 크로스오버 1.2 ACTIV (세부등급 없음),가솔린,202306,21403,2298,1750,3550,X
제네시스,G70 3.3T 스포츠 AWD 슈프림,가솔린,201710,70388,2142,1440,3099,X
기아,올 뉴 K7 2.4 GDI 프레스티지,가솔린,201608,23378,1354,670,9999,X
기아,셀토스 가솔린 1.6 터보 4WD 프레스티지,가솔린,202112,74895,1847,1120,3333,X
현대,더 뉴 팰리세이드 가솔린 3.8 2WD 르블랑,가솔린,202402,35095,3728,1234,9999,X
기아,더 뉴 K9 2세대 3.8 GDI AWD 베스트 셀렉션 Ⅰ,가솔린,202204,28279,3786,2695,6100,X
현대,i30 (PD) 1.6 터보 스포츠 프리미엄,가솔린,201712,75007,1213,790,1990,X
아우디,A6 (C8) 45 TFSI 콰트로,가솔린,202012,26470,3762,2089,9999,X
현대,더 뉴 아반떼 AD 1.6 프리미엄,가솔린,201907,48720,1242,690,3333,X
르노코리아,SM3 네오 LE,가솔린,201602,89101,445,260,750,X
현대,더 뉴 싼타페 가솔린 2.5T 2WD 프리미엄 초이스,가솔린,202103,34846,3313,1730,9999,X
볼보,XC60 2세대 B5 얼티메이트 브라이트,가솔린,202304,39281,4083,1790,9999,X
기아,더 뉴 셀토스 가솔린 2.0 2WD 시그니처,가솔린,202304,60986,2992,1518,9999,O
기아,스토닉 1.4 트렌디,가솔린,201801,129720,1061,690,1590,O
제네시스,G70 2.0T 엘리트,가솔린,201906,58052,2142,1440,3099,X
현대,더 뉴 아반떼 1.6 GDi 스마트 기본형,가솔린,201401,81511,760,400,9999,X
볼보,S90 B5 인스크립션,가솔린,202103,45118,3943,1890,6600,X
벤츠,C-클래스 W205 C200 아방가르드,가솔린,201711,73420,2257,1050,4600,X
쉐보레,크루즈 1.4 터보 LTZ+,가솔린,201412,120115,467,170,7777,X
제네시스,더 뉴 G70 가솔린 2.0T 2WD (세부등급 없음),가솔린,202201,69098,3137,1849,4800,X
기아,더 K9 3.3 T-GDI AWD 마스터즈 Ⅱ,가솔린,201808,139177,2918,1620,9999,X
제네시스,G90 3.3 T 럭셔리,가솔린,202003,111522,3390,2050,5150,X
벤츠,E-클래스 W124 E220,가솔린,199406,275606,3070,900,6200,X
혼다,올뉴어코드 2.4 9세대,가솔린,201701,105965,946,250,1420,X
기아,쏘울 1.6 2U 쿨,가솔린,201008,153668,459,290,990,X
지프,체로키(KL) 2.4 리미티드 AWD,가솔린,202212,73341,1559,690,2590,X
르노코리아,SM5 노바 SE,가솔린,201508,128868,482,180,890,X
볼보,XC40 T4 인스크립션,가솔린,202002,97720,3316,1650,9999,O
기아,더 뉴 레이 베스트 셀렉션,가솔린,202207,37457,1218,450,9999,X
현대,투싼 (NX4) 디젤 2.0 2WD 프리미엄,디젤,202012,82354,2645,1700,9999,O
